album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
P. Jayachandran Birthday Special Songs,10,67gGB0BJWJE2AbjamqMjvv,Aval (From “Chila NewGen Naatuvisheshangal”),spotify:track:67gGB0BJWJE2AbjamqMjvv,0.439,0.684,0.326,2.52E-05,0.0906,-11.44,0.0458,96.567,0.36,0
P. Jayachandran Birthday Special Songs,11,3bxg5zHm6mr8W7VtYMw3Jo,"Koottirikkan Pattukalundu (From ""Ammaykkoru Tharattu"")",spotify:track:3bxg5zHm6mr8W7VtYMw3Jo,0.44,0.686,0.428,4.02E-06,0.305,-7.856,0.0308,105.035,0.504,0
P. Jayachandran Birthday Special Songs,13,5jKc0nWp2ORZy1tRAsBOVB,"Puzhayora Kadavathe (From ""Noolpalam"")",spotify:track:5jKc0nWp2ORZy1tRAsBOVB,0.285,0.363,0.525,0,0.373,-4.99,0.0375,158.055,0.342,0
P. Jayachandran Birthday Special Songs,14,7C48YZYum4BUTslPd10QcM,"Mandanila Parilalithe (From ""Poppins"")",spotify:track:7C48YZYum4BUTslPd10QcM,0.0393,0.593,0.597,0,0.0908,-8.814,0.0407,139.956,0.327,0
Dhaivam,1,7Cd91q2j7TcMDaTQqchPi2,Harinarayana Geetham,spotify:track:7Cd91q2j7TcMDaTQqchPi2,0.709,0.63,0.451,0,0.461,-8.411,0.0365,143.827,0.489,0
Dhaivam,2,5F7pcBefwFbS1WbcrAyqwo,Vighna Nivarana,spotify:track:5F7pcBefwFbS1WbcrAyqwo,0.728,0.593,0.722,0,0.127,-5.893,0.0408,174.174,0.882,0
Dhaivam,3,38Vy2WjjTseSDSJHAQrpOZ,Aalthoorile Hanumaane,spotify:track:38Vy2WjjTseSDSJHAQrpOZ,0.715,0.422,0.449,0,0.0751,-8.169,0.0531,154.442,0.669,0
Dhaivam,4,7M2JPkGHAdqM2n58vSKTjm,Naalambala Sukha Darshanam,spotify:track:7M2JPkGHAdqM2n58vSKTjm,0.761,0.713,0.491,0,0.0674,-6.621,0.0505,128.509,0.651,0
Dhaivam,5,7n2TvdAPt3i1VXtf3fGG1P,Adiyan Ee Paattil,spotify:track:7n2TvdAPt3i1VXtf3fGG1P,0.785,0.486,0.656,2.02E-06,0.714,-7.047,0.0569,76.115,0.743,0
Dhaivam,6,6pcJCn4zQBHkYIs6Ii84bA,Dharmam Hanukkovore,spotify:track:6pcJCn4zQBHkYIs6Ii84bA,0.762,0.625,0.551,0,0.471,-7.72,0.0434,150.239,0.692,0
Dhaivam,7,7q9zRgo242wORsIHwErb6j,Aalathooramarunna,spotify:track:7q9zRgo242wORsIHwErb6j,0.719,0.56,0.533,4.08E-05,0.6,-7.9,0.0441,171.988,0.711,0
Ponmalavasan,1,3fyU0RXfGApeAz9hQi7hUS,Gambeeranattaye,spotify:track:3fyU0RXfGApeAz9hQi7hUS,0.74,0.608,0.64,0,0.114,-6.15,0.0585,98.128,0.368,0
Ponmalavasan,2,74P3XT2KzvZon4DNPHxvZ3,Ayyanare,spotify:track:74P3XT2KzvZon4DNPHxvZ3,0.779,0.555,0.417,0,0.117,-5.913,0.0298,145.344,0.552,0
Ponmalavasan,3,7pyZjBuHBiYqsWdNgGpd4U,Medasamkramam,spotify:track:7pyZjBuHBiYqsWdNgGpd4U,0.84,0.602,0.503,0,0.359,-6.131,0.0466,118.875,0.558,0
Ponmalavasan,4,4hl8n9SkoiT2JcUEF5BHte,Sooryodayathinu,spotify:track:4hl8n9SkoiT2JcUEF5BHte,0.8,0.456,0.469,1.70E-06,0.139,-6.156,0.0382,92.198,0.3,0
Ponmalavasan,5,0XjVjdkqXecIz7Hy9ix1sK,Swamisaranam,spotify:track:0XjVjdkqXecIz7Hy9ix1sK,0.718,0.532,0.481,0,0.267,-6.243,0.0301,105.82,0.645,0
Ponmalavasan,6,0M7qDQhTpwC4zP2hKtGOm2,Sree Sabarimalaykk,spotify:track:0M7qDQhTpwC4zP2hKtGOm2,0.777,0.488,0.617,0,0.0794,-4.16,0.0454,95.732,0.396,0
Ponmalavasan,7,1esscjL5GyrxgRuaNKrgSR,Karpooram Pookunna,spotify:track:1esscjL5GyrxgRuaNKrgSR,0.824,0.711,0.638,0,0.404,-4.558,0.0391,115.419,0.816,0
Ponmalavasan,8,5Gva8mYUjcybKsrbv936sQ,Swami Saranam Saranam,spotify:track:5Gva8mYUjcybKsrbv936sQ,0.706,0.498,0.469,0,0.294,-9.275,0.21,164.711,0.761,0
Ponmalavasan,9,3TD5FVJw6igW6mxq1lijX3,Ente Manassoru,spotify:track:3TD5FVJw6igW6mxq1lijX3,0.744,0.49,0.466,0,0.262,-3.479,0.0361,95.205,0.495,0
Ponmalavasan,10,4xHWfIOXaDW1RpwX5M796y,Swami Thindakathom,spotify:track:4xHWfIOXaDW1RpwX5M796y,0.497,0.647,0.834,6.42E-06,0.0636,-4.61,0.0729,118.138,0.879,0
Ponnambalathin Sreekovil Nadathurannu,1,7sYkgFDjf3qBkMG2MHdmp5,Sreekovil Nada Thurannu,spotify:track:7sYkgFDjf3qBkMG2MHdmp5,0.551,0.52,0.85,0.017,0.273,-6.761,0.0457,95.325,0.935,0
Ponnambalathin Sreekovil Nadathurannu,2,2PxAqKzlc5mfsxDnzSEzH9,Varunnayyappa Njangal,spotify:track:2PxAqKzlc5mfsxDnzSEzH9,0.792,0.465,0.848,2.28E-05,0.324,-6.255,0.0548,139.737,0.668,0
Ponnambalathin Sreekovil Nadathurannu,3,3fdQuhxhbOXdpcX4yLxNJh,Aadyam Ayyappane,spotify:track:3fdQuhxhbOXdpcX4yLxNJh,0.784,0.717,0.35,6.53E-05,0.111,-9.949,0.0339,143.996,0.612,0
Ponnambalathin Sreekovil Nadathurannu,4,1GnEYywft3gZfuypItyPZQ,Pathinettu Padikeri,spotify:track:1GnEYywft3gZfuypItyPZQ,0.58,0.478,0.55,0,0.0869,-10.669,0.117,170.088,0.869,0
Ponnambalathin Sreekovil Nadathurannu,5,0reoHOIz3jolBCoRZEeMDm,Enthu Cholli Ninne,spotify:track:0reoHOIz3jolBCoRZEeMDm,0.353,0.707,0.685,0.00679,0.0805,-8.84,0.0451,82.97,0.947,0
Ponnambalathin Sreekovil Nadathurannu,6,1cawMvbwVc1xZ5mpLTlklp,Manthramennal Oru Manthram,spotify:track:1cawMvbwVc1xZ5mpLTlklp,0.578,0.683,0.513,9.29E-05,0.158,-9.083,0.0383,162.059,0.748,0
Ponnambalathin Sreekovil Nadathurannu,7,5EoThkVdOaI4ofp79Y0fi7,Swami Paadam,spotify:track:5EoThkVdOaI4ofp79Y0fi7,0.887,0.693,0.295,0,0.225,-12.786,0.039,130.623,0.797,0
Ponnambalathin Sreekovil Nadathurannu,8,6gynnyB67GgSjtFXPZ49uW,Malamelamarum Manikanda,spotify:track:6gynnyB67GgSjtFXPZ49uW,0.276,0.783,0.51,0,0.062,-9.543,0.0381,144.005,0.962,0
Ponnambalathin Sreekovil Nadathurannu,9,4xLjLEzA1bq9BWGYilTdLA,Malikapurathamma,spotify:track:4xLjLEzA1bq9BWGYilTdLA,0.402,0.651,0.547,0,0.093,-8.932,0.121,95.12,0.523,0
Palkkavadi,1,2VUwRJDrvtSXU4uh9wUZ8F,Kumkuma Mekhangal,spotify:track:2VUwRJDrvtSXU4uh9wUZ8F,0.848,0.614,0.549,0.0021,0.41,-6.856,0.0402,88.654,0.83,0
Palkkavadi,2,5D3VBM2Cd3h3uVkPdq5EoG,Azhaginteyazhage,spotify:track:5D3VBM2Cd3h3uVkPdq5EoG,0.93,0.588,0.528,0,0.443,-6.938,0.0341,145.393,0.725,0
Palkkavadi,3,6AA1WMVCX8chZeD1uaEnZA,Payyanur Perumale,spotify:track:6AA1WMVCX8chZeD1uaEnZA,0.912,0.457,0.436,2.72E-06,0.288,-7.592,0.0675,175.791,0.732,0
Palkkavadi,4,1rLI6CeLoFczLcmmULsUxG,Sooryan,spotify:track:1rLI6CeLoFczLcmmULsUxG,0.864,0.537,0.467,0,0.205,-8.105,0.0502,90.328,0.772,0
Palkkavadi,5,29Btrvt4TSfcMw7ceTVxrE,Vallikkum,spotify:track:29Btrvt4TSfcMw7ceTVxrE,0.765,0.563,0.783,3.96E-05,0.162,-6.533,0.053,137.413,0.891,0
Palkkavadi,6,7umQschFzWRfDK6JCS1KDP,Thiruchendurilum,spotify:track:7umQschFzWRfDK6JCS1KDP,0.917,0.465,0.472,2.86E-05,0.242,-7.177,0.0385,153.496,0.479,0
Palkkavadi,7,4VbgoxhvjGrO8EdtihLnMm,Harippattum,spotify:track:4VbgoxhvjGrO8EdtihLnMm,0.839,0.561,0.594,3.39E-06,0.296,-6.658,0.0508,152.891,0.924,0
Palkkavadi,8,4X4fcNKpyIei7K5wqeEgFE,Payyannurambalathil,spotify:track:4X4fcNKpyIei7K5wqeEgFE,0.878,0.732,0.475,2.82E-05,0.087,-7.732,0.0482,125.639,0.753,0
Palkkavadi,9,64rPhWmyDcGu8JnRgELl6H,Velenthi Vilaiyadum,spotify:track:64rPhWmyDcGu8JnRgELl6H,0.875,0.637,0.499,9.55E-05,0.158,-6.396,0.0389,83.395,0.734,0
Palkkavadi,10,1eSEC2C9FdDfpsHvU4p23n,Kavadi Malarkkavadi,spotify:track:1eSEC2C9FdDfpsHvU4p23n,0.675,0.537,0.657,0.000431,0.0853,-7.043,0.0723,155.623,0.826,1
Palkkavadi,11,7gyMv8vUosxAcySv4tPgPb,Veladuthu Vilayadum,spotify:track:7gyMv8vUosxAcySv4tPgPb,0.853,0.702,0.62,1.67E-05,0.109,-7.266,0.0862,123.146,0.911,0
Palkkavadi,12,1ngB2363z0fWVMF7Kt86Bh,Dhanavare Nigrahikkan,spotify:track:1ngB2363z0fWVMF7Kt86Bh,0.855,0.696,0.414,0.00117,0.345,-9.256,0.0349,82.068,0.594,0
Palkkavadi,13,1S8TdJTRNxwoEbQhBnAdOv,Sri Kodumbilambidum,spotify:track:1S8TdJTRNxwoEbQhBnAdOv,0.856,0.772,0.367,2.67E-06,0.0847,-8.641,0.0397,103.293,0.584,0
Palkkavadi,14,5Gt89342YBOLx3MWw9ouzk,Perunnayilamarum,spotify:track:5Gt89342YBOLx3MWw9ouzk,0.793,0.638,0.403,2.00E-06,0.358,-8.61,0.0428,85.968,0.578,0
Palkkavadi,15,7cswrEFXPuzhwRT6gA7FTN,Haripadu Vilayadum Vela,spotify:track:7cswrEFXPuzhwRT6gA7FTN,0.867,0.687,0.342,2.63E-05,0.294,-9.034,0.044,153.434,0.739,0
Palkkavadi,16,5as7hDhq9nZ68nt18LrWoo,Hruthadam Vaanidum,spotify:track:5as7hDhq9nZ68nt18LrWoo,0.84,0.698,0.445,1.05E-05,0.0866,-9.927,0.0594,136.488,0.8,0
Palkkavadi,17,440syVAF4esFKfUEu5fGGI,Payyannurin,spotify:track:440syVAF4esFKfUEu5fGGI,0.744,0.64,0.418,6.62E-05,0.34,-8.77,0.031,108.379,0.609,0
Palkkavadi,18,5TUuVbAmZA35H5wPtUP0bV,Enguthanne Poyalum,spotify:track:5TUuVbAmZA35H5wPtUP0bV,0.782,0.677,0.466,0,0.223,-7.169,0.0379,87.497,0.737,0
Palkkavadi,19,6X1lHdLPYYjMtR29yqVqHR,Palkavadi,spotify:track:6X1lHdLPYYjMtR29yqVqHR,0.811,0.567,0.388,0,0.105,-7.892,0.221,164.487,0.845,0
"Evergreen Devotional Songs, Vol. 2",1,6TwY7zWy8oT00QHXJnRvtB,Thozhuthalum,spotify:track:6TwY7zWy8oT00QHXJnRvtB,0.716,0.57,0.438,2.29E-06,0.215,-10.192,0.0317,86.999,0.663,0
"Evergreen Devotional Songs, Vol. 2",2,1VME3sFo80zTbBbQxBmIhB,Manassile,spotify:track:1VME3sFo80zTbBbQxBmIhB,0.681,0.582,0.502,6.10E-06,0.113,-8.862,0.0396,174.046,0.783,0
"Evergreen Devotional Songs, Vol. 2",4,5K24VOPmu4ipMt4X67K4A0,Chottanikarayile,spotify:track:5K24VOPmu4ipMt4X67K4A0,0.464,0.581,0.47,0,0.211,-14.062,0.042,98.615,0.643,0
"Evergreen Devotional Songs, Vol. 2",5,5CInF6pp1dX01J35qH7pZs,Modamodennum,spotify:track:5CInF6pp1dX01J35qH7pZs,0.494,0.527,0.45,1.88E-06,0.262,-14.521,0.0322,93.035,0.803,0
"Evergreen Devotional Songs, Vol. 2",6,5IBTtiZxzWjTa0he9oGaER,Japamanimalayumay,spotify:track:5IBTtiZxzWjTa0he9oGaER,0.262,0.707,0.424,0,0.0895,-12.456,0.0399,88.927,0.722,0
"Evergreen Devotional Songs, Vol. 2",7,2tV0mRqFxTW4KYigFjsmMT,Thinkal Thidambil,spotify:track:2tV0mRqFxTW4KYigFjsmMT,0.669,0.716,0.342,4.03E-06,0.137,-13.524,0.0323,148.059,0.823,0
K. J. Yesudas And P. Jayachandran Evergreen Hits,1,3rzzG5i0LR9gUYjciTkSLq,Ambili Poovettam (From “Ennu Swantham Janakikutty”),spotify:track:3rzzG5i0LR9gUYjciTkSLq,0.351,0.732,0.441,4.33E-06,0.131,-10.229,0.0428,87.506,0.815,1
K. J. Yesudas And P. Jayachandran Evergreen Hits,2,7r7Y86ywuSxB9KKxr8GiJ9,"Thenthulumbum Orma (From ""Ennu Swantham Janakikutty"")",spotify:track:7r7Y86ywuSxB9KKxr8GiJ9,0.44,0.641,0.505,7.46E-05,0.189,-9.95,0.0322,147.043,0.737,0
K. J. Yesudas And P. Jayachandran Evergreen Hits,3,6wtH52iHRfWczXJlSSM6oY,"Dahaveenjin (From ""Independence"")",spotify:track:6wtH52iHRfWczXJlSSM6oY,0.0143,0.546,0.465,0.000297,0.237,-16.255,0.039,80.033,0.332,0
K. J. Yesudas And P. Jayachandran Evergreen Hits,4,65px4yGUeeryhj6tRdEccq,"Akkayilikayile (From ""Kaiyethum Doorathu"")",spotify:track:65px4yGUeeryhj6tRdEccq,0.095,0.856,0.484,1.77E-06,0.128,-11.286,0.0615,113.848,0.545,0
K. J. Yesudas And P. Jayachandran Evergreen Hits,5,4G6vDa1JZIYRjRl1P4g7DZ,Chakkaramavin Munthiri (From “Kanmashi”),spotify:track:4G6vDa1JZIYRjRl1P4g7DZ,0.124,0.731,0.479,0,0.142,-13.271,0.0334,100.015,0.802,0
K. J. Yesudas And P. Jayachandran Evergreen Hits,6,6H5r56180my3QsAaJaBagO,"Ponkoodu (From ""Ammakilikoodu"")",spotify:track:6H5r56180my3QsAaJaBagO,0.101,0.596,0.593,0.00191,0.715,-8.916,0.0312,96.981,0.45,0
K. J. Yesudas And P. Jayachandran Evergreen Hits,7,14pFsVmz1mkZqaIjr3D7bE,Thirudevikinne Neerattu (From “Nagarakavadam”),spotify:track:14pFsVmz1mkZqaIjr3D7bE,0.64,0.553,0.0141,0,0.171,-9.285,0.287,213.825,0.207,0
K. J. Yesudas And P. Jayachandran Evergreen Hits,8,5rIk2vsNAkqhtkQMfl6HAH,"Kannante Karalile (From ""Ithu Manthramo Thanthramo Kuthanthramo"")",spotify:track:5rIk2vsNAkqhtkQMfl6HAH,0.654,0.614,0.476,0,0.0988,-7.743,0.0402,90.002,0.43,0
K. J. Yesudas And P. Jayachandran Evergreen Hits,10,1qNXjzxkSxHYqhDGq3LUMI,"Aval (From ""Chila NewGen Nattuvisheshangal"")",spotify:track:1qNXjzxkSxHYqhDGq3LUMI,0.439,0.684,0.326,2.52E-05,0.0906,-11.44,0.0458,96.567,0.36,0
P. Jayachandran Devotional Hits,1,1qxvEay0zHjk3mPTxkLvLS,Kanyakumariyil,spotify:track:1qxvEay0zHjk3mPTxkLvLS,0.822,0.54,0.354,3.41E-05,0.138,-17.712,0.0749,180.336,0.47,3
P. Jayachandran Devotional Hits,2,6vIh49r98iDyY2P9G0t0Yg,Arikil Anayu,spotify:track:6vIh49r98iDyY2P9G0t0Yg,0.573,0.551,0.469,2.82E-06,0.373,-14.17,0.0365,126.852,0.653,3
P. Jayachandran Devotional Hits,3,67HhvfFf31kkJCi3zd58lh,Thumpikaiyyal Onnu Thodu,spotify:track:67HhvfFf31kkJCi3zd58lh,0.708,0.688,0.406,1.80E-05,0.137,-9.834,0.0279,88,0.743,3
P. Jayachandran Devotional Hits,4,2KLStt98rfxaA5XEndAM9z,Makaravilakku Kazhinjoo,spotify:track:2KLStt98rfxaA5XEndAM9z,0.382,0.633,0.522,0,0.417,-7.497,0.0253,100.008,0.662,3
P. Jayachandran Devotional Hits,5,2UEWsMTBP5s1BLQ7dCNshb,Varumoro Ethirum Nee,spotify:track:2UEWsMTBP5s1BLQ7dCNshb,0.596,0.719,0.375,0,0.183,-8.653,0.0301,140.004,0.662,3
P. Jayachandran Devotional Hits,6,76etsO5o9bO789ead9M0FM,Vishweshwaraya Nara,spotify:track:76etsO5o9bO789ead9M0FM,0.459,0.674,0.378,1.69E-05,0.139,-13.483,0.0298,139.884,0.589,2
P. Jayachandran Devotional Hits,7,5rPesfWLEsr7oYxnkFrmOs,Idayanaay Neeyennum,spotify:track:5rPesfWLEsr7oYxnkFrmOs,0.85,0.685,0.429,6.14E-06,0.194,-8.832,0.0435,129.926,0.667,1
P. Jayachandran Devotional Hits,8,7zyDFI7uyB3WeLUIiqA35l,Irukaikalum Neetti,spotify:track:7zyDFI7uyB3WeLUIiqA35l,0.698,0.7,0.521,0,0.181,-5.668,0.0301,140.097,0.859,1
P. Jayachandran M. G. Sreekumar Album Hits,1,3CZVU6hWfsZJjuhL5XXgRm,Aadiyevide,spotify:track:3CZVU6hWfsZJjuhL5XXgRm,0.0624,0.64,0.594,0,0.138,-6.81,0.0277,115.105,0.72,0
P. Jayachandran M. G. Sreekumar Album Hits,2,58xaZPY7Puxd4vhFwO0GVn,Padarnnadum Panathin,spotify:track:58xaZPY7Puxd4vhFwO0GVn,0.732,0.611,0.355,0,0.222,-10.609,0.0345,82.881,0.272,0
P. Jayachandran M. G. Sreekumar Album Hits,3,5wSkmBJOUeqKavaxlJtnnT,Vazhiyethu Dishayethu,spotify:track:5wSkmBJOUeqKavaxlJtnnT,0.728,0.456,0.374,3.61E-05,0.283,-10.638,0.0443,179.253,0.499,0
P. Jayachandran M. G. Sreekumar Album Hits,4,7q3pv5DlQ2qXZXw6lmlvqI,Mannasoru Vayanasala,spotify:track:7q3pv5DlQ2qXZXw6lmlvqI,0.726,0.604,0.521,0.000213,0.233,-10.195,0.0423,179.984,0.856,0
P. Jayachandran M. G. Sreekumar Album Hits,5,1zorRefVfqHLIlGiJcW9et,Pathirakattu Veesi,spotify:track:1zorRefVfqHLIlGiJcW9et,0.377,0.647,0.524,0,0.161,-9.869,0.0418,87.004,0.652,0
P. Jayachandran M. G. Sreekumar Album Hits,6,1SbBZmPj5flcw0KeIE9uAn,Santhwanamarulunna,spotify:track:1SbBZmPj5flcw0KeIE9uAn,0.421,0.6,0.456,0,0.197,-12.421,0.0529,79.934,0.452,0
P. Jayachandran M. G. Sreekumar Album Hits,7,73mXDLvTzNOzVqRiedPXOD,Manassum Manassum,spotify:track:73mXDLvTzNOzVqRiedPXOD,0.527,0.625,0.385,0,0.145,-11.965,0.0373,135.053,0.393,0
P. Jayachandran M. G. Sreekumar Album Hits,8,5hYX56c1isvoqK2j7awIzA,Arijirunnilla Njan,spotify:track:5hYX56c1isvoqK2j7awIzA,0.606,0.399,0.416,0.00161,0.113,-13.018,0.0349,75.316,0.313,0
Shankar Ke Damru Bole Dam Dam,1,7zEnOhRPpS9nQdXzJ7EdxO,Mast Shahar Hai Kaashi,spotify:track:7zEnOhRPpS9nQdXzJ7EdxO,0.158,0.734,0.83,0,0.0983,-8.333,0.149,138.004,0.867,0
Shankar Ke Damru Bole Dam Dam,2,4dEsXSRNF1nnLpYvuXeNuE,Bhangiya Magai Lenee Ho,spotify:track:4dEsXSRNF1nnLpYvuXeNuE,0.626,0.579,0.677,1.65E-05,0.0748,-9.172,0.0439,179.886,0.924,0
Shankar Ke Damru Bole Dam Dam,3,2DLjpM2B2NDHKCDxPieYye,Kholee Ye Bhole Baba,spotify:track:2DLjpM2B2NDHKCDxPieYye,0.357,0.692,0.719,0,0.0888,-8.125,0.0429,96.944,0.854,0
Shankar Ke Damru Bole Dam Dam,4,5ZkarvVQwDER2cFvj77QS1,Madaiya Keenaram Ki,spotify:track:5ZkarvVQwDER2cFvj77QS1,0.384,0.63,0.818,0,0.283,-8.189,0.0623,149.928,0.909,0
Shankar Ke Damru Bole Dam Dam,5,1S2izTjlPnOCXXd5dkrUxK,Bar Bauraha Mein Kaun Gun,spotify:track:1S2izTjlPnOCXXd5dkrUxK,0.423,0.609,0.751,7.88E-05,0.16,-8.356,0.0666,179.902,0.947,0
Shankar Ke Damru Bole Dam Dam,6,20vMPuodxj07To5M0Vcgrt,Kaashi Ke Logva Nirala Baa,spotify:track:20vMPuodxj07To5M0Vcgrt,0.255,0.681,0.802,0,0.0627,-8.44,0.0688,137.908,0.962,0
Shankar Ke Damru Bole Dam Dam,7,5k1SIKN3KvL0DGD3eh7VfQ,Bhutva Lagal Baade Pachha,spotify:track:5k1SIKN3KvL0DGD3eh7VfQ,0.214,0.572,0.807,1.14E-06,0.148,-8.367,0.126,189.874,0.92,0
Shankar Ke Damru Bole Dam Dam,8,2doTZ5vxgRSJeJL2bebAUm,Shankar Ke Damru Bole,spotify:track:2doTZ5vxgRSJeJL2bebAUm,0.392,0.697,0.724,0,0.0935,-8.216,0.102,139.978,0.834,0
Gujarati Devotional Bhajans,1,3CXL0oMNVpGVjAAGx3eUG9,Aaj Mara Mandiriya Ma Mhale,spotify:track:3CXL0oMNVpGVjAAGx3eUG9,0.802,0.83,0.371,0,0.373,-10.529,0.0454,95.041,0.903,10
Gujarati Devotional Bhajans,2,5I53sys8ysGxofiyEXEZc8,Ami Bhareli Najro Rakho,spotify:track:5I53sys8ysGxofiyEXEZc8,0.666,0.626,0.267,0,0.113,-14.514,0.0286,180.061,0.624,19
Gujarati Devotional Bhajans,3,2vsk0iJbsLvKAJVuXb46rQ,Antar Ma Tame Aavo Prabhu,spotify:track:2vsk0iJbsLvKAJVuXb46rQ,0.745,0.584,0.347,1.05E-05,0.0752,-14.573,0.0316,169.834,0.694,7
Gujarati Devotional Bhajans,4,0aulBcsq2FfSCqpLpahkKE,Baje Taal Manjira,spotify:track:0aulBcsq2FfSCqpLpahkKE,0.667,0.712,0.292,0,0.133,-14.726,0.0906,139.951,0.746,6
Gujarati Devotional Bhajans,5,5TlI4e6ZopSceKab4988cD,Bhakti Karta Chute Mara Pran,spotify:track:5TlI4e6ZopSceKab4988cD,0.842,0.803,0.268,0.000176,0.0941,-15.542,0.0375,120.045,0.883,21
Gujarati Devotional Bhajans,6,7Eo9Jf8AgodbsnXeH1MqiZ,Bhitar No Bheru,spotify:track:7Eo9Jf8AgodbsnXeH1MqiZ,0.859,0.38,0.423,0,0.108,-9.854,0.0316,200.233,0.444,6
Gujarati Devotional Bhajans,7,2uVwJBsmxJfexLZuRRX74N,Bhutad Bhakti Padarth Moto,spotify:track:2uVwJBsmxJfexLZuRRX74N,0.627,0.671,0.377,0,0.158,-10.947,0.0285,79.974,0.714,5
Gujarati Devotional Bhajans,8,37U4Q7GTARcPmUXPhBqvCB,Dhuni Re Dhakhavi,spotify:track:37U4Q7GTARcPmUXPhBqvCB,0.866,0.695,0.405,0,0.291,-9.92,0.0299,119.987,0.592,7
Gujarati Devotional Bhajans,9,1jLzgATspA0ETRYpAMm2cu,Ekla j Aavya,spotify:track:1jLzgATspA0ETRYpAMm2cu,0.84,0.717,0.475,0,0.128,-8.791,0.0301,99.968,0.561,6
Gujarati Devotional Bhajans,10,3NOk04J4POtMUZoSLsT7Gs,Evu Shri Vallabh Prabu Nu Naam,spotify:track:3NOk04J4POtMUZoSLsT7Gs,0.749,0.48,0.386,0,0.147,-11.338,0.123,81.789,0.408,7
Gujarati Devotional Bhajans,11,7bvWlENdIqeNNHRvFn6JbO,Gopal Maro Paranie Jhule Re,spotify:track:7bvWlENdIqeNNHRvFn6JbO,0.542,0.696,0.433,0,0.309,-8.439,0.0418,157.337,0.624,8
Gujarati Devotional Bhajans,12,0GoT9xSYVtoo2K7q8FjkgS,Hari Hadve Hadve Hankaro,spotify:track:0GoT9xSYVtoo2K7q8FjkgS,0.73,0.745,0.646,0,0.1,-6.29,0.0584,75.003,0.789,7
Gujarati Devotional Bhajans,13,3sQapuhbHiB3LnMkDk5cpj,Hari Maaru Gaadu Kya lai Jaay,spotify:track:3sQapuhbHiB3LnMkDk5cpj,0.584,0.706,0.694,8.03E-05,0.105,-5.804,0.0287,95.031,0.856,9
Gujarati Devotional Bhajans,14,1CMcXOCJsN9B2ambGsYm2N,Hari Ne Bhajta,spotify:track:1CMcXOCJsN9B2ambGsYm2N,0.606,0.718,0.35,0,0.127,-11.4,0.0283,99.993,0.611,5
Gujarati Devotional Bhajans,15,4erDh6fIk0s1kDJR1j9UEO,Heji Tara Aanganiya Puchine,spotify:track:4erDh6fIk0s1kDJR1j9UEO,0.738,0.641,0.331,0,0.0789,-10.801,0.0327,189.92,0.777,5
Gujarati Devotional Bhajans,16,3gp2YO3zYLhTBVQIpwf1Kn,Hey Dhyan Dhar hari Tanu,spotify:track:3gp2YO3zYLhTBVQIpwf1Kn,0.719,0.628,0.362,0,0.211,-10.846,0.0251,145.028,0.689,4
Gujarati Devotional Bhajans,17,3gmHAZqIMEzoAngu8UVHCF,Hey Jal Kamal,spotify:track:3gmHAZqIMEzoAngu8UVHCF,0.859,0.677,0.391,0,0.0906,-9.257,0.0253,80.032,0.424,7
Gujarati Devotional Bhajans,18,4n1GC2xDcM0tcfyqn7yvyb,Hey Karuna Na Karnara,spotify:track:4n1GC2xDcM0tcfyqn7yvyb,0.799,0.559,0.388,0,0.0826,-9.966,0.0282,179.913,0.617,9
Gujarati Devotional Bhajans,19,3Sbg81j6M79eW75BuufXuV,He Manav Vishvwash Kari Le,spotify:track:3Sbg81j6M79eW75BuufXuV,0.814,0.71,0.376,0,0.0896,-9.113,0.0265,95.021,0.678,5
Gujarati Devotional Bhajans,20,5GQjzjNwkvuPRwSsBO1MDU,Ish Le Maj Jivan,spotify:track:5GQjzjNwkvuPRwSsBO1MDU,0.772,0.511,0.223,0,0.229,-16.136,0.0579,80.386,0.644,4
Gujarati Devotional Bhajans,21,1KBPrnel0SruJCNoFLL4g3,Jaag Ne Jaadav,spotify:track:1KBPrnel0SruJCNoFLL4g3,0.788,0.613,0.444,3.01E-06,0.128,-9.346,0.0277,144.949,0.765,5
Gujarati Devotional Bhajans,22,2FUDCjHhsBDeqHs0lnnrBu,Je Game Jagat Guru,spotify:track:2FUDCjHhsBDeqHs0lnnrBu,0.741,0.601,0.477,3.83E-05,0.272,-9.4,0.0301,145.038,0.601,4
Gujarati Devotional Bhajans,23,1MOtYYVsjshplnBLdd6LRR,Jhanjhar Vadi Tara Bhajan No,spotify:track:1MOtYYVsjshplnBLdd6LRR,0.649,0.688,0.708,9.25E-06,0.231,-7.071,0.0454,115.016,0.953,4
Gujarati Devotional Bhajans,24,1KS9M0N5fES3ooOzZMNQds,Jher To Pidha,spotify:track:1KS9M0N5fES3ooOzZMNQds,0.444,0.695,0.68,1.07E-05,0.245,-7.689,0.0395,79.989,0.866,3
Gujarati Devotional Bhajans,25,0DoavozXPQr9gYShYlr074,Junu To Thayu Re Devad,spotify:track:0DoavozXPQr9gYShYlr074,0.811,0.657,0.478,0,0.165,-8.922,0.0288,130.015,0.677,4
Gujarati Devotional Bhajans,26,6BoMh79SCTqvlWcqsYkHcY,Kanudo Mangyo Dene,spotify:track:6BoMh79SCTqvlWcqsYkHcY,0.485,0.734,0.757,2.06E-06,0.116,-6.519,0.0457,105.012,0.897,5
